Episode,Score,AvgScore
1,0.0000,0.0000
2,0.0000,0.0000
3,0.0000,0.0000
4,0.0000,0.0000
5,0.0000,0.0000
6,0.0000,0.0000
7,1.0000,0.1429
8,0.0000,0.1250
9,1.0000,0.2222
10,1.0000,0.3000
11,1.0000,0.3636
12,0.0000,0.3333
13,1.0000,0.3846
14,0.0000,0.3571
15,1.0000,0.4000
16,1.0000,0.4375
17,0.0000,0.4118
18,0.0000,0.3889
19,1.0000,0.4211
20,0.0000,0.4000
21,0.0000,0.3810
22,0.0000,0.3636
23,0.0000,0.3478
24,1.0000,0.3750
25,0.0000,0.3600
26,1.0000,0.3846
27,1.0000,0.4074
28,0.0000,0.3929
29,1.0000,0.4138
30,0.0000,0.4000
31,0.0000,0.3871
32,0.0000,0.3750
33,0.0000,0.3636
34,0.0000,0.3529
35,0.0000,0.3429
36,0.0000,0.3333
37,0.0000,0.3243
38,0.0000,0.3158
39,1.0000,0.3333
40,1.0000,0.3500
41,0.0000,0.3415
42,1.0000,0.3571
43,0.0000,0.3488
44,0.0000,0.3409
45,1.0000,0.3556
46,1.0000,0.3696
47,0.0000,0.3617
48,1.0000,0.3750
49,1.0000,0.3878
50,0.0000,0.3800
51,0.0000,0.3725
52,0.0000,0.3654
53,1.0000,0.3774
54,1.0000,0.3889
55,0.0000,0.3818
56,0.0000,0.3750
57,0.0000,0.3684
58,0.0000,0.3621
59,1.0000,0.3729
60,0.0000,0.3667
61,0.0000,0.3607
62,0.0000,0.3548
63,1.0000,0.3651
64,0.0000,0.3594
65,0.0000,0.3538
66,0.0000,0.3485
67,1.0000,0.3582
68,0.0000,0.3529
69,0.0000,0.3478
70,0.0000,0.3429
71,1.0000,0.3521
72,1.0000,0.3611
73,0.0000,0.3562
74,0.0000,0.3514
75,0.0000,0.3467
76,0.0000,0.3421
77,0.0000,0.3377
78,0.0000,0.3333
79,0.0000,0.3291
80,0.0000,0.3250
81,1.0000,0.3333
82,1.0000,0.3415
83,0.0000,0.3373
84,0.0000,0.3333
85,1.0000,0.3412
86,1.0000,0.3488
87,1.0000,0.3563
88,0.0000,0.3523
89,0.0000,0.3483
90,0.0000,0.3444
91,0.0000,0.3407
92,0.0000,0.3370
93,1.0000,0.3441
94,0.0000,0.3404
95,0.0000,0.3368
96,1.0000,0.3438
97,1.0000,0.3505
98,1.0000,0.3571
99,0.0000,0.3535
100,1.0000,0.3600
101,0.0000,0.3564
102,1.0000,0.3627
103,0.0000,0.3592
104,0.0000,0.3558
105,0.0000,0.3524
106,0.0000,0.3491
107,0.0000,0.3458
108,1.0000,0.3519
109,0.0000,0.3486
110,0.0000,0.3455
111,0.0000,0.3423
112,0.0000,0.3393
113,1.0000,0.3451
114,1.0000,0.3509
115,0.0000,0.3478
116,0.0000,0.3448
117,0.0000,0.3419
118,1.0000,0.3475
119,1.0000,0.3529
120,1.0000,0.3583
121,1.0000,0.3636
122,0.0000,0.3607
123,0.0000,0.3577
124,0.0000,0.3548
125,0.0000,0.3520
126,1.0000,0.3571
127,0.0000,0.3543
128,1.0000,0.3594
129,1.0000,0.3643
130,1.0000,0.3692
131,1.0000,0.3740
132,0.0000,0.3712
133,1.0000,0.3759
134,0.0000,0.3731
135,0.0000,0.3704
