Episode,Score,AvgScore
1,-112.9856,-112.9856
2,-92.9267,-102.9562
3,-81.4537,-95.7887
4,-131.9004,-104.8166
5,-228.1035,-129.4740
6,-53.2763,-116.7744
7,-103.5922,-114.8912
8,-36.4421,-105.0851
9,-72.9116,-101.5102
10,-138.4638,-105.2056
11,-115.0835,-106.1036
12,-142.1515,-109.1076
13,-75.4137,-106.5157
14,-109.7303,-106.7454
15,-14.2940,-100.5819
16,-44.0199,-97.0468
17,-148.5975,-100.0792
18,-115.2089,-100.9197
19,-121.5787,-102.0071
20,-107.0806,-102.2607
21,-126.8018,-103.4294
22,-51.4051,-101.0646
23,-240.9624,-107.1471
24,-85.3570,-106.2392
25,-86.5876,-105.4531
26,-73.9934,-104.2432
27,-84.2373,-103.5022
28,-78.5216,-102.6100
29,-123.8794,-103.3435
30,-115.1381,-103.7366
31,-182.3273,-106.2718
32,-118.6896,-106.6598
33,-98.5169,-106.4131
34,-132.7675,-107.1882
35,-97.5926,-106.9141
36,-125.1870,-107.4216
37,-117.4121,-107.6917
38,-135.3491,-108.4195
39,-91.2997,-107.9805
40,-98.3322,-107.7393
41,-67.2904,-106.7528
42,13.0342,-103.9007
43,-104.1422,-103.9063
44,-84.6014,-103.4676
45,-107.6291,-103.5600
46,-135.4115,-104.2525
47,-57.5658,-103.2591
48,-121.0274,-103.6293
49,-96.4877,-103.4835
50,-95.3314,-103.3205
51,-82.4498,-102.9113
52,-124.3438,-103.3234
53,-91.3285,-103.0971
54,-82.3141,-102.7122
55,-109.9911,-102.8446
56,-122.7642,-103.2003
57,-97.2662,-103.0962
58,-107.2210,-103.1673
59,-133.3332,-103.6786
60,-187.9600,-105.0833
61,-78.6069,-104.6492
62,-98.8079,-104.5550
63,-113.1323,-104.6912
64,-80.3405,-104.3107
65,-130.9302,-104.7202
66,-78.0071,-104.3155
67,14.4002,-102.5436
68,-80.5730,-102.2205
69,-58.8650,-101.5922
70,-113.2179,-101.7583
71,-48.6438,-101.0102
72,-141.4514,-101.5718
73,-82.9646,-101.3170
74,-74.2867,-100.9517
75,-96.7251,-100.8953
76,-115.6280,-101.0892
77,-72.2874,-100.7151
78,-97.6349,-100.6756
79,-97.5537,-100.6361
80,-11.2601,-99.5189
81,-64.3904,-99.0852
82,-159.7454,-99.8250
83,-110.1109,-99.9489
84,-158.0348,-100.6404
85,-111.2447,-100.7652
86,-102.7761,-100.7886
87,-86.0904,-100.6196
88,-88.9864,-100.4874
89,-99.5700,-100.4771
90,-92.2869,-100.3861
91,-106.5920,-100.4543
92,-138.5280,-100.8681
93,-173.9787,-101.6543
94,-137.0920,-102.0313
95,-79.5299,-101.7944
96,-282.9229,-103.6812
97,-99.6451,-103.6396
98,-54.4986,-103.1381
99,-65.1307,-102.7542
100,-98.5363,-102.7120
101,-113.0026,-102.8139
102,-95.8256,-102.7454
103,-111.9659,-102.8349
104,-107.1168,-102.8761
105,-99.1493,-102.8406
106,-69.2768,-102.5240
107,-45.1152,-101.9874
108,-173.4969,-102.6496
109,-120.4459,-102.8128
110,-124.4868,-103.0099
111,-106.1484,-103.0381
112,-176.7022,-103.6959
113,-56.4938,-103.2781
114,-86.0328,-103.1269
115,-45.5106,-102.6259
116,-137.4620,-102.9262
117,-61.9693,-102.5761
118,-88.9976,-102.4610
119,-144.4848,-102.8142
120,-311.4135,-104.5525
121,-72.9300,-104.2912
122,-124.8342,-104.4595
123,-141.5683,-104.7612
124,-105.6939,-104.7688
125,-67.6526,-104.4718
126,-146.0869,-104.8021
127,-171.8322,-105.3299
128,-103.7762,-105.3178
129,-123.9942,-105.4625
130,-93.9657,-105.3741
131,-80.3634,-105.1832
132,-73.3242,-104.9418
133,-82.1743,-104.7706
134,-100.7158,-104.7404
135,-119.3970,-104.8490
136,5.7064,-104.0360
137,-47.2882,-103.6218
138,-114.3920,-103.6999
139,-106.8229,-103.7223
140,-89.4552,-103.6204
141,-62.9547,-103.3320
142,-146.5790,-103.6366
143,-51.1641,-103.2696
144,-97.2646,-103.2279
145,-89.8834,-103.1359
146,-107.8100,-103.1679
147,-72.0632,-102.9563
148,-105.3366,-102.9724
149,-117.3856,-103.0691
150,-90.4478,-102.9850
151,-77.7966,-102.8182
152,-76.4456,-102.6447
153,-62.0952,-102.3797
154,-74.2440,-102.1970
155,-175.3208,-102.6687
156,-90.4266,-102.5902
157,-122.8385,-102.7192
158,-65.2966,-102.4824
159,-112.7788,-102.5471
160,-211.8638,-103.2304
161,-136.9992,-103.4401
162,-156.2669,-103.7662
163,-91.5540,-103.6913
164,-132.2130,-103.8652
165,-122.6927,-103.9793
166,-73.6321,-103.7965
167,-102.9732,-103.7915
168,-94.2113,-103.7345
169,-138.7831,-103.9419
170,-55.7040,-103.6582
171,-89.2016,-103.5736
172,-85.3357,-103.4676
173,-116.7805,-103.5445
174,-83.9962,-103.4322
175,-109.7105,-103.4681
176,-53.8870,-103.1863
177,-114.2123,-103.2486
178,-85.0797,-103.1466
179,-149.1983,-103.4038
180,-82.9120,-103.2900
181,-92.3082,-103.2293
182,-92.9685,-103.1729
183,-136.5994,-103.3556
184,-79.9770,-103.2285
185,-68.3538,-103.0400
186,-80.1915,-102.9172
187,-91.9885,-102.8588
188,-83.1218,-102.7538
189,-102.7037,-102.7535
190,-70.5443,-102.5840
191,-82.8479,-102.4807
192,-133.0243,-102.6397
193,-122.1314,-102.7407
194,-94.4090,-102.6978
195,-74.9151,-102.5553
196,-98.1122,-102.5326
197,-109.2163,-102.5666
198,-99.5155,-102.5512
199,-44.0741,-102.2573
200,-65.1854,-102.0719
201,-98.7964,-102.0556
202,-64.4146,-101.8693
203,-111.9500,-101.9190
204,-90.2949,-101.8620
205,-201.2673,-102.3469
206,-85.1940,-102.2636
207,-123.4602,-102.3660
208,-110.3802,-102.4045
209,-105.7763,-102.4207
210,-342.9127,-103.5659
211,-111.3076,-103.6026
212,-112.2874,-103.6435
213,-60.8195,-103.4425
214,-48.6547,-103.1865
215,-93.3673,-103.1408
216,-63.7465,-102.9584
217,-87.8769,-102.8889
218,-105.3525,-102.9002
219,-53.1696,-102.6731
220,-121.7415,-102.7598
221,-57.4739,-102.5549
222,-179.8487,-102.9031
223,-88.3348,-102.8377
224,-76.8457,-102.7217
225,-85.3845,-102.6446
226,-163.4194,-102.9136
227,-21.7559,-102.5560
228,-83.8809,-102.4741
229,-125.4630,-102.5745
230,-103.1923,-102.5772
231,-140.9028,-102.7431
232,-74.5992,-102.6218
233,-78.7832,-102.5195
234,-80.5152,-102.4255
235,-84.4165,-102.3488
236,-121.4656,-102.4298
237,-95.0929,-102.3989
238,-92.7374,-102.3583
239,-48.0589,-102.1311
240,-84.5921,-102.0580
241,-132.6152,-102.1848
242,-136.1450,-102.3251
243,-138.2696,-102.4730
244,-103.8061,-102.4785
245,-113.2798,-102.5226
246,-92.0233,-102.4799
247,-142.9725,-102.6439
248,-126.5698,-102.7403
249,-128.2883,-102.8429
250,-84.0618,-102.7678
251,-54.0423,-102.5737
252,-98.3979,-102.5571
253,-5.7351,-102.1744
254,-121.2084,-102.2494
255,-81.5460,-102.1682
256,-119.6335,-102.2364
257,-83.6332,-102.1640
258,-91.4831,-102.1226
259,-79.8813,-102.0367
260,-130.0529,-102.1445
261,-239.3793,-102.6703
262,-136.2944,-102.7986
263,-160.8540,-103.0194
264,-69.3207,-102.8917
265,-94.2716,-102.8592
266,-32.3217,-102.5940
267,-96.9712,-102.5730
268,-149.0031,-102.7462
269,-92.5332,-102.7082
270,-102.6915,-102.7082
271,-116.9162,-102.7606
272,-27.2656,-102.4830
273,-98.9158,-102.4700
274,-78.2965,-102.3818
275,-119.1761,-102.4428
276,-71.3718,-102.3302
277,-80.8882,-102.2528
278,-85.3784,-102.1921
279,-73.2206,-102.0883
280,-228.5883,-102.5401
281,-81.2642,-102.4644
282,-101.6726,-102.4616
283,-137.0956,-102.5839
284,-101.4576,-102.5800
285,-123.2731,-102.6526
286,-178.2504,-102.9169
287,-110.8463,-102.9445
288,-77.9970,-102.8579
289,-172.9688,-103.1005
290,-90.3297,-103.0565
291,-71.3074,-102.9474
292,-81.6201,-102.8743
293,-94.1525,-102.8446
294,-136.3857,-102.9587
295,-127.8882,-103.0432
296,-88.8175,-102.9951
297,-130.5522,-103.0879
298,-176.9560,-103.3358
299,-62.8946,-103.2005
300,-111.4524,-103.2280
301,-130.1463,-103.3174
302,-87.4422,-103.2649
303,-92.3212,-103.2288
304,-62.0727,-103.0934
305,-66.5934,-102.9737
306,-82.6928,-102.9074
307,-134.4764,-103.0103
308,-178.0284,-103.2538
309,-126.3833,-103.3287
